Country,Date,No. of confirmed cases,No. of confirmed deaths,Male Cases,Female Cases,Boys,Girls,Adult Male,Adult Female,Old Male,Old Female
Sierra Leone,04/06/2015,8623,3546,5173.8,3449.2,1552.14,1034.76,3104.28,2069.52,517.38,344.92
Mali,05/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,05/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Guinea,05/06/2015,3228,2012,1936.8,1291.2,581.04,387.36,1162.08,774.72,193.68,129.12
United Kingdom,05/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,05/06/2015,8624,3546,5174.4,3449.6,1552.32,1034.88,3104.64,2069.76,517.44,344.96
Senegal,05/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,05/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,05/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,05/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,05/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Mali,08/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Senegal,08/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,08/06/2015,3237,2016,1942.2,1294.8,582.66,388.44,1165.32,776.88,194.22,129.48
Liberia,08/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United Kingdom,08/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,08/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,08/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,08/06/2015,8630,3547,5178,3452,1553.4,1035.6,3106.8,2071.2,517.8,345.2
Italy,08/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,08/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United Kingdom,09/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,09/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,09/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Guinea,09/06/2015,3239,2018,1943.4,1295.6,583.02,388.68,1166.04,777.36,194.34,129.56
Spain,09/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,09/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Italy,09/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,09/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,09/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Sierra Leone,09/06/2015,8635,3549,5181,3454,1554.3,1036.2,3108.6,2072.4,518.1,345.4
Mali,10/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United Kingdom,10/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,10/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,10/06/2015,8635,3549,5181,3454,1554.3,1036.2,3108.6,2072.4,518.1,345.4
United States of America,10/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Guinea,10/06/2015,3239,2018,1943.4,1295.6,583.02,388.68,1166.04,777.36,194.34,129.56
Italy,10/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,10/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,10/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Spain,10/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,11/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,11/06/2015,8638,3551,5182.8,3455.2,1554.84,1036.56,3109.68,2073.12,518.28,345.52
Senegal,11/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,11/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Spain,11/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,11/06/2015,3243,2021,1945.8,1297.2,583.74,389.16,1167.48,778.32,194.58,129.72
Mali,11/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Italy,11/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,11/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,11/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Senegal,12/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,12/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,12/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Spain,12/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,12/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,12/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United States of America,12/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Sierra Leone,12/06/2015,8647,3551,5188.2,3458.8,1556.46,1037.64,3112.92,2075.28,518.82,345.88
Guinea,12/06/2015,3243,2021,1945.8,1297.2,583.74,389.16,1167.48,778.32,194.58,129.72
Italy,12/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,15/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,15/06/2015,8649,3553,5189.4,3459.6,1556.82,1037.88,3113.64,2075.76,518.94,345.96
Nigeria,15/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Mali,15/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United States of America,15/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Liberia,15/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United Kingdom,15/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,15/06/2015,3249,2024,1949.4,1299.6,584.82,389.88,1169.64,779.76,194.94,129.96
Senegal,15/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,15/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,16/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United Kingdom,16/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,16/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,16/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,16/06/2015,8649,3553,5189.4,3459.6,1556.82,1037.88,3113.64,2075.76,518.94,345.96
United States of America,16/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,16/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,16/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Senegal,16/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,16/06/2015,3249,2025,1949.4,1299.6,584.82,389.88,1169.64,779.76,194.94,129.96
Nigeria,17/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Spain,17/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,17/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Senegal,17/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,17/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,17/06/2015,8649,3553,5189.4,3459.6,1556.82,1037.88,3113.64,2075.76,518.94,345.96
United States of America,17/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Liberia,17/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Guinea,17/06/2015,3245,2025,1947,1298,584.1,389.4,1168.2,778.8,194.7,129.8
Italy,17/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,18/06/2015,8651,3556,5190.6,3460.4,1557.18,1038.12,3114.36,2076.24,519.06,346.04
Mali,18/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Italy,18/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,18/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Nigeria,18/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,18/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Guinea,18/06/2015,3246,2026,1947.6,1298.4,584.28,389.52,1168.56,779.04,194.76,129.84
Spain,18/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,18/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,18/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,19/06/2015,8654,3560,5192.4,3461.6,1557.72,1038.48,3115.44,2076.96,519.24,346.16
United States of America,19/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Mali,19/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Spain,19/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,19/06/2015,3247,2027,1948.2,1298.8,584.46,389.64,1168.92,779.28,194.82,129.88
Liberia,19/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Nigeria,19/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Italy,19/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,19/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,19/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,22/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,22/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Sierra Leone,22/06/2015,8657,3562,5194.2,3462.8,1558.26,1038.84,3116.52,2077.68,519.42,346.28
United Kingdom,22/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,22/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,22/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,22/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Senegal,22/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,22/06/2015,3254,2028,1952.4,1301.6,585.72,390.48,1171.44,780.96,195.24,130.16
Mali,22/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Spain,23/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,23/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Senegal,23/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,23/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,23/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Sierra Leone,23/06/2015,8657,3562,5194.2,3462.8,1558.26,1038.84,3116.52,2077.68,519.42,346.28
Guinea,23/06/2015,3257,2030,1954.2,1302.8,586.26,390.84,1172.52,781.68,195.42,130.28
Liberia,23/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Mali,23/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Italy,23/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,24/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,24/06/2015,8657,3562,5194.2,3462.8,1558.26,1038.84,3116.52,2077.68,519.42,346.28
Mali,24/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Senegal,24/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,24/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Guinea,24/06/2015,3257,2030,1954.2,1302.8,586.26,390.84,1172.52,781.68,195.42,130.28
Spain,24/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,24/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Italy,24/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,24/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Guinea,25/06/2015,3264,2037,1958.4,1305.6,587.52,391.68,1175.04,783.36,195.84,130.56
Senegal,25/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,25/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,25/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,25/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Mali,25/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Italy,25/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,25/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Sierra Leone,25/06/2015,8660,3565,5196,3464,1558.8,1039.2,3117.6,2078.4,519.6,346.4
United Kingdom,25/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,26/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,26/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,26/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Italy,26/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,26/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Nigeria,26/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Guinea,26/06/2015,3266,2037,1959.6,1306.4,587.88,391.92,1175.76,783.84,195.96,130.64
Senegal,26/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,26/06/2015,8662,3565,5197.2,3464.8,1559.16,1039.44,3118.32,2078.88,519.72,346.48
United States of America,26/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,29/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United Kingdom,29/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,29/06/2015,3268,2039,1960.8,1307.2,588.24,392.16,1176.48,784.32,196.08,130.72
Senegal,29/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,29/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Mali,29/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Spain,29/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,29/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,29/06/2015,8664,3566,5198.4,3465.6,1559.52,1039.68,3119.04,2079.36,519.84,346.56
United States of America,29/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Senegal,30/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,30/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,30/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,30/06/2015,8665,3566,5199,3466,1559.7,1039.8,3119.4,2079.6,519.9,346.6
Guinea,30/06/2015,3269,2039,1961.4,1307.6,588.42,392.28,1176.84,784.56,196.14,130.76
Mali,30/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Nigeria,30/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,30/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Italy,30/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,30/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United States of America,01/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Guinea,01/07/2015,3269,2039,1961.4,1307.6,588.42,392.28,1176.84,784.56,196.14,130.76
Senegal,01/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,01/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Mali,01/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Sierra Leone,01/07/2015,8665,3566,5199,3466,1559.7,1039.8,3119.4,2079.6,519.9,346.6
Italy,01/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,01/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United Kingdom,01/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,01/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,02/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,02/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,02/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,02/07/2015,3277,2040,1966.2,1310.8,589.86,393.24,1179.72,786.48,196.62,131.08
Italy,02/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,02/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,02/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,02/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Sierra Leone,02/07/2015,8668,3567,5200.8,3467.2,1560.24,1040.16,3120.48,2080.32,520.08,346.72
Mali,02/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Senegal,03/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,03/07/2015,3,1,1.8,1.2,0.54,0.36,1.08,0.72,0.18,0.12
Nigeria,03/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Italy,03/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,03/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Liberia,03/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Sierra Leone,03/07/2015,8671,3569,5202.6,3468.4,1560.78,1040.52,3121.56,2081.04,520.26,346.84
Spain,03/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,03/07/2015,3279,2042,1967.4,1311.6,590.22,393.48,1180.44,786.96,196.74,131.16
United Kingdom,03/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,03/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Nigeria,06/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Senegal,06/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,06/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Mali,06/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,06/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Spain,06/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,06/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,06/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,06/07/2015,3287,2048,1972.2,1314.8,591.66,394.44,1183.32,788.88,197.22,131.48
Sierra Leone,06/07/2015,8673,3574,5203.8,3469.2,1561.14,1040.76,3122.28,2081.52,520.38,346.92
Liberia,06/07/2015,3,1,1.8,1.2,0.54,0.36,1.08,0.72,0.18,0.12
United Kingdom,07/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,07/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,07/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,07/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,07/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Sierra Leone,07/07/2015,8674,3574,5204.4,3469.6,1561.32,1040.88,3122.64,2081.76,520.44,346.96
Guinea,07/07/2015,3287,2049,1972.2,1314.8,591.66,394.44,1183.32,788.88,197.22,131.48
Italy,07/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,07/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,07/07/2015,3,1,1.8,1.2,0.54,0.36,1.08,0.72,0.18,0.12
Liberia,07/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Liberia,08/07/2015,3,1,1.8,1.2,0.54,0.36,1.08,0.72,0.18,0.12
Liberia,08/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Sierra Leone,08/07/2015,8674,3574,5204.4,3469.6,1561.32,1040.88,3122.64,2081.76,520.44,346.96
Mali,08/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United States of America,08/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Italy,08/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,08/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,08/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United Kingdom,08/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,08/07/2015,3287,2049,1972.2,1314.8,591.66,394.44,1183.32,788.88,197.22,131.48
Spain,08/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,09/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Mali,09/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Guinea,09/07/2015,3290,2055,1974,1316,592.2,394.8,1184.4,789.6,197.4,131.6
Italy,09/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,09/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United Kingdom,09/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,09/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,09/07/2015,5,1,3,2,0.9,0.6,1.8,1.2,0.3,0.2
Sierra Leone,09/07/2015,8675,3575,5205,3470,1561.5,1041,3123,2082,520.5,347
Senegal,09/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,09/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Spain,10/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,10/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Sierra Leone,10/07/2015,8676,3575,5205.6,3470.4,1561.68,1041.12,3123.36,2082.24,520.56,347.04
Mali,10/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Guinea,10/07/2015,3293,2055,1975.8,1317.2,592.74,395.16,1185.48,790.32,197.58,131.72
Nigeria,10/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,10/07/2015,5,1,3,2,0.9,0.6,1.8,1.2,0.3,0.2
United Kingdom,10/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,10/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Italy,10/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,10/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,13/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,13/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,13/07/2015,3299,2056,1979.4,1319.6,593.82,395.88,1187.64,791.76,197.94,131.96
Senegal,13/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,13/07/2015,5,1,3,2,0.9,0.6,1.8,1.2,0.3,0.2
Sierra Leone,13/07/2015,8687,3580,5212.2,3474.8,1563.66,1042.44,3127.32,2084.88,521.22,347.48
Spain,13/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,13/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,13/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,13/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Mali,13/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Spain,14/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,14/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,14/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,14/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
